Expense_ID,Department,Category,Vendor,Amount_INR,Budget_Allocated_INR,Variance_INR,Expense_Date,Approval_Status,Payment_Mode,Fiscal_Year,Remarks
EXP-00357,Engineering,Cloud Infrastructure,Wipro,489458,631283.82,-141825.82,2024-11-05,Approved,Credit Card,FY2024-2025,
EXP-00790,Sales,Utilities,Microsoft Azure,394994,434359.15,-39365.15,2025-03-12,Approved,Petty Cash,FY2024-2025,
EXP-00252,Sales,Marketing Spend,Google Cloud,499654,567733.94,,2024-03-18,Approved,Credit Card,FY2023-2024,One-time
EXP-00809,Operations,Utilities,Freshdesk,434274,497122.38,-62848.38,2024-07-27,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00993,HR,Office Supplies,AWS,496132,573145.45,-77013.45,2024-02-04,Approved,Credit Card,FY2023-2024,Recurring
EXP-00752,HR,Hardware,Microsoft Azure,412246,455124.97,-42878.97,2024-07-14,Rejected,Bank Transfer,FY2024-2025,
EXP-00900,Support,Cloud Infrastructure,Infosys,60429,77072.57,-16643.57,2023-03-06,Approved,Bank Transfer,FY2022-2023,Under review
EXP-00828,Finance,Marketing Spend,TCS,374625,456726.65,-82101.65,2024-11-14,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00189,Operations,Consulting Fees,SAP,158870,185140.64,-26270.64,2024-07-08,Approved,Credit Card,FY2024-2025,
EXP-00687,Finance,Maintenance,HubSpot,33731,32413.5,1317.5,2024-05-06,Approved,Credit Card,FY2024-2025,Recurring
EXP-00191,,Hardware,Salesforce,70355,81689.77,-11334.77,2023-09-02,Approved,Vendor Credit,FY2023-2024,
EXP-00836,Operations,Training,SAP,351052,286163.15,64888.85,2024-07-28,Approved,Vendor Credit,FY2024-2025,
EXP-00702,Finance,Travel,Microsoft Azure,163158,169309.95,-6151.95,2024-04-29,Approved,Vendor Credit,FY2024-2025,Recurring
EXP-00958,Operations,Hardware,Slack,459947,,42227.84,2023-06-20,Approved,Credit Card,FY2023-2024,
EXP-00429,Marketing,Maintenance,SAP,160414,190617.63,,2024-11-17,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00556,Finance,Office Supplies,Adobe,193856,236969.67,-43113.67,2024-11-06,Pending,Vendor Credit,FY2024-2025,
EXP-00146,Support,Software Licenses,Google Cloud,285814,274229.91,11584.09,2023-04-08,Approved,Vendor Credit,FY2023-2024,
EXP-00370,Engineering,Consulting Fees,AWS,154986,172437.2,-17451.2,2025-02-16,Approved,Credit Card,FY2024-2025,One-time
EXP-00942,Marketing,Travel,TCS,109902,138749.8,-28847.8,2024-11-05,Approved,Vendor Credit,FY2024-2025,
EXP-00629,Engineering,Utilities,AWS,324040,322243.25,1796.75,2024-12-14,Approved,Vendor Credit,FY2024-2025,Under review
EXP-00524,Operations,Marketing Spend,Oracle,1009569,1256355.31,-246786.31,2023-02-24,Pending,Credit Card,FY2022-2023,
EXP-00763,Engineering,Training,Microsoft Azure,141275,160348.11,-19073.11,2024-04-12,Approved,Petty Cash,FY2024-2025,
EXP-00940,Marketing,Cloud Infrastructure,Salesforce,30137,32641.68,-2504.68,2023-02-12,Approved,Credit Card,FY2022-2023,
EXP-00347,Sales,Marketing Spend,Zoom,65763,74023.31,-8260.31,2023-05-02,Pending,Petty Cash,FY2023-2024,One-time
EXP-00513,Marketing,Marketing Spend,Jira,29660,25504.05,4155.95,2023-10-22,Approved,Petty Cash,FY2023-2024,One-time
EXP-00478,Operations,Software Licenses,Google Cloud,338211,342254.12,-4043.12,2023-05-24,Approved,Bank Transfer,FY2023-2024,Recurring
EXP-00950,Finance,Consulting Fees,Oracle,430475,434488.96,-4013.96,2024-10-03,Approved,Petty Cash,FY2024-2025,Under review
EXP-00480,Operations,Marketing Spend,Jira,386919,409039.34,-22120.34,2024-09-13,Approved,Petty Cash,FY2024-2025,
EXP-00708,HR,Travel,Internal,198311,202285.82,-3974.82,2024-11-13,Pending,Petty Cash,FY2024-2025,Recurring
EXP-00646,Support,Office Supplies,Google Cloud,270513,296890.17,-26377.17,2024-05-24,Pending,Vendor Credit,FY2024-2025,Recurring
EXP-00214,Marketing,Cloud Infrastructure,Jira,81879,104151.21,-22272.21,2024-07-19,Rejected,Credit Card,FY2024-2025,
EXP-00711,Operations,Salaries,TCS,367595,430319.99,-62724.99,2023-05-30,Approved,Vendor Credit,FY2023-2024,
EXP-00802,Sales,Utilities,AWS,289597,282397.92,7199.08,2023-11-27,Approved,Vendor Credit,FY2023-2024,
EXP-00926,Engineering,Marketing Spend,HubSpot,444300,,-23709.82,2023-06-11,Approved,Credit Card,FY2023-2024,
EXP-00791,Operations,Hardware,Internal,229406,256266.91,-26860.91,2023-06-12,Approved,Bank Transfer,FY2023-2024,Recurring
EXP-00114,HR,Cloud Infrastructure,Salesforce,433873,471343.29,-37470.29,2024-09-19,Approved,Bank Transfer,FY2024-2025,Urgent
EXP-00010,HR,Recruitment,Wipro,412046,414572.17,-2526.17,2024-05-21,Approved,Credit Card,FY2024-2025,
EXP-00152,HR,Cloud Infrastructure,Google Cloud,352830,323583.27,29246.73,2024-02-14,Approved,Petty Cash,FY2023-2024,
EXP-00323,Marketing,Hardware,AWS,83091,80652.12,2438.88,2023-02-10,Approved,Petty Cash,FY2022-2023,
EXP-00643,Finance,Marketing Spend,Infosys,489090,508698.44,-19608.44,2024-05-25,Approved,Petty Cash,FY2024-2025,
EXP-00236,Finance,Cloud Infrastructure,Wipro,53049,62831.16,-9782.16,2023-08-23,Rejected,Credit Card,FY2023-2024,Urgent
EXP-00599,Operations,Travel,Slack,-263534,274868.96,,2023-06-08,Rejected,Vendor Credit,FY2023-2024,Urgent
EXP-00870,Finance,Office Supplies,Infosys,-314516,275322.02,39193.98,2023-06-17,Pending,Petty Cash,FY2023-2024,
EXP-00498,Marketing,Office Supplies,Internal,390526,476205.24,,2023-10-18,Approved,Petty Cash,FY2023-2024,
EXP-00786,HR,Hardware,Zoom,162145,130887.25,31257.75,2023-12-09,Approved,Bank Transfer,FY2023-2024,Urgent
EXP-00110,Operations,Travel,Infosys,389446,441845.35,-52399.35,2023-10-30,Approved,Petty Cash,FY2023-2024,Under review
EXP-00359,Marketing,Recruitment,HubSpot,459009,566572.53,-107563.53,2023-06-30,Pending,Credit Card,FY2023-2024,
EXP-00708,HR,Travel,Internal,198311,202285.82,-3974.82,2024-11-13,Pending,Petty Cash,FY2024-2025,Recurring
EXP-00003,Sales,Marketing Spend,AWS,190747,213302.01,-22555.01,2023-10-20,Pending,Vendor Credit,FY2023-2024,Urgent
EXP-00042,Support,,Salesforce,328626,393670.11,-65044.11,2024-01-19,Pending,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00240,Support,Software Licenses,Wipro,225579,281255.76,,2023-10-22,Pending,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00292,Engineering,Software Licenses,Freshdesk,406692,495019.41,-88327.41,2023-10-06,Approved,Bank Transfer,FY2023-2024,Recurring
EXP-00025,Finance,Training,SAP,377199,344024.27,33174.73,2023-09-01,Pending,Credit Card,FY2023-2024,One-time
EXP-00259,Operations,Travel,TCS,111710,123408.52,-11698.52,02/02/2024,Approved,Petty Cash,FY2023-2024,Duplicate entry
EXP-00086,HR,Training,Wipro,476868,,70934.83,2023-04-12,Approved,Vendor Credit,FY2023-2024,Duplicate entry
EXP-00092,Finance,Utilities,Adobe,395554,367928.69,27625.31,2024-09-27,Rejected,Vendor Credit,FY2024-2025,Under review
EXP-00827,Sales,Marketing Spend,Internal,360337,414434.12,-54097.12,2023-04-12,Approved,Bank Transfer,FY2023-2024,
EXP-00349,Engineering,Utilities,SAP,351028,385039.95,-34011.95,2024-12-13,Approved,Bank Transfer,FY2024-2025,Recurring
EXP-00841,Sales,Maintenance,Zoom,309529,306562.45,2966.55,2025-01-02,Approved,Vendor Credit,FY2024-2025,
EXP-00906,HR,Training,Jira,66495,76533.45,,2024-10-12,Approved,Petty Cash,FY2024-2025,Urgent
EXP-00113,Engineering,Software Licenses,Jira,420489,490489.93,-70000.93,2024-04-15,Approved,Bank Transfer,FY2024-2025,
EXP-00381,Finance,Maintenance,Zoom,284661,274429.94,10231.06,2024-03-06,Pending,Vendor Credit,FY2023-2024,
EXP-00140,Marketing,Office Supplies,Salesforce,458087,503162.26,-45075.26,2023-02-15,Approved,Credit Card,FY2022-2023,
EXP-00788,HR,Maintenance,Jira,370541,356161.54,14379.46,2025-01-24,Approved,Credit Card,FY2024-2025,Urgent
EXP-00285,Operations,Utilities,HubSpot,386744,448470.01,-61726.01,2023-10-11,Approved,Bank Transfer,FY2023-2024,
EXP-00707,Sales,Maintenance,Zoom,239819,252413.51,-12594.51,2023-05-24,Rejected,Bank Transfer,FY2023-2024,One-time
EXP-00586,Finance,Training,TCS,396834,335318.41,,2023-04-25,Rejected,Vendor Credit,FY2023-2024,
EXP-00611,Marketing,Maintenance,Microsoft Azure,7916,6849.37,1066.63,2023-02-09,Approved,Vendor Credit,FY2022-2023,
EXP-00733,Finance,Cloud Infrastructure,Oracle,323243,399059.48,-75816.48,05/06/2024,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00957,Sales,Travel,TCS,398985,395738.02,3246.98,2023-04-20,Approved,Petty Cash,FY2023-2024,
EXP-00066,Finance,Utilities,Jira,343562,410532.73,-66970.73,2024-09-24,Rejected,Bank Transfer,FY2024-2025,
EXP-00266,Sales,Consulting Fees,Microsoft Azure,46352,49435.68,-3083.68,2023-06-22,Approved,Bank Transfer,FY2023-2024,Under review
EXP-00145,Support,Recruitment,Google Cloud,248690,310113.71,-61423.71,2024-11-01,Approved,Bank Transfer,FY2024-2025,
EXP-00139,Operations,Hardware,Wipro,486729,517012.08,-30283.08,2023-01-06,Approved,Vendor Credit,FY2022-2023,One-time
EXP-00106,,Training,Slack,79229,68410.24,10818.76,2023-08-31,Pending,Bank Transfer,FY2023-2024,One-time
EXP-00625,Engineering,Training,Infosys,86309,75559.28,10749.72,2025-01-04,Approved,Petty Cash,FY2024-2025,Under review
EXP-00864,Support,Software Licenses,TCS,111079,104283.1,6795.9,2023-05-15,Pending,Petty Cash,FY2023-2024,
EXP-00916,Finance,Software Licenses,Slack,159124,143818.44,15305.56,2024-06-20,Approved,Bank Transfer,FY2024-2025,One-time
EXP-00346,Support,Utilities,Freshdesk,80224,71471.3,8752.7,10/03/2025,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00548,Finance,Training,SAP,325449,392529.63,-67080.63,2025-02-21,Approved,Bank Transfer,FY2024-2025,Urgent
EXP-00408,Support,Consulting Fees,Infosys,310160,351074.26,-40914.26,2024-02-15,Approved,Petty Cash,FY2023-2024,Recurring
EXP-00460,Engineering,Utilities,Jira,498854,429445.83,69408.17,2024-11-15,Approved,Vendor Credit,FY2024-2025,One-time
EXP-00329,Engineering,Maintenance,AWS,-409293,342007.51,67285.49,2023-06-15,Approved,Vendor Credit,FY2023-2024,Urgent
EXP-00578,Marketing,Utilities,Adobe,410844,405782.91,5061.09,2025-01-26,Approved,Credit Card,FY2024-2025,
EXP-00173,Sales,Maintenance,Microsoft Azure,-365851,429202.67,-63351.67,2024-04-16,Approved,Bank Transfer,FY2024-2025,Under review
EXP-00174,Support,Marketing Spend,HubSpot,243174,215513.25,27660.75,2025-02-13,Rejected,Vendor Credit,FY2024-2025,One-time
EXP-00299,Operations,Cloud Infrastructure,Freshdesk,460341,501553.2,-41212.2,2023-11-07,Rejected,Credit Card,FY2023-2024,Recurring
EXP-00811,Operations,Hardware,AWS,176359,203534.64,-27175.64,2023-09-06,Approved,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00745,HR,Consulting Fees,Wipro,50128,54308.31,-4180.31,2024-09-20,Approved,Petty Cash,FY2024-2025,One-time
EXP-00763,Engineering,Training,Microsoft Azure,141275,160348.11,-19073.11,2024-04-12,Approved,Petty Cash,FY2024-2025,
EXP-00158,HR,Maintenance,Adobe,333550,344603.39,-11053.39,2024-12-24,Approved,Vendor Credit,FY2024-2025,
EXP-00261,Finance,Utilities,Oracle,291057,367148.7,-76091.7,2023-09-12,Approved,Vendor Credit,FY2023-2024,Duplicate entry
EXP-00472,Sales,Consulting Fees,Wipro,86794,96648.5,-9854.5,2024-04-12,Approved,Vendor Credit,FY2024-2025,
EXP-00051,Engineering,,Freshdesk,430138,480530.1,-50392.1,2024-12-23,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00237,Marketing,Hardware,TCS,443121,551963.4,-108842.4,2024-11-22,Pending,Vendor Credit,FY2024-2025,Recurring
EXP-00502,Support,Travel,TCS,277220,277889.01,-669.01,2023-08-31,Approved,Bank Transfer,FY2023-2024,
EXP-00987,Operations,Training,Oracle,499478,511122.57,-11644.57,2023-04-19,Approved,Petty Cash,FY2023-2024,
EXP-00871,Operations,Marketing Spend,Freshdesk,76845,63790.53,13054.47,2023-06-14,Approved,Petty Cash,FY2023-2024,
EXP-00322,Support,Consulting Fees,AWS,487319,556137.76,-68818.76,2023-12-27,Pending,Petty Cash,FY2023-2024,
EXP-00816,HR,Training,Infosys,76629,81359.81,,2024-11-17,Approved,Bank Transfer,FY2024-2025,
EXP-00932,HR,Training,Jira,468155,519858.4,-51703.4,30/04/2023,Pending,Vendor Credit,FY2023-2024,
EXP-00696,Engineering,Hardware,Freshdesk,399688,389275.04,10412.96,2023-10-04,Rejected,Vendor Credit,FY2023-2024,
EXP-00649,HR,Marketing Spend,HubSpot,214509,230804.26,-16295.26,2023-05-10,Pending,Petty Cash,FY2023-2024,
EXP-00507,Finance,Training,Wipro,462100,520680.06,-58580.06,2024-07-07,Approved,Credit Card,FY2024-2025,Under review
EXP-00199,Operations,Software Licenses,Adobe,335867,328625.09,7241.91,2023-11-12,Approved,Credit Card,FY2023-2024,One-time
EXP-00821,HR,Utilities,Freshdesk,321335,355160.31,-33825.31,2024-12-01,Pending,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00700,HR,Hardware,Internal,282538,279029.98,3508.02,2023-10-17,Approved,Vendor Credit,FY2023-2024,Under review
EXP-00184,Support,Cloud Infrastructure,SAP,497186,638221.61,-141035.61,2023-04-08,Approved,Vendor Credit,FY2023-2024,One-time
EXP-00549,Support,Maintenance,Salesforce,369946,423565.82,-53619.82,2023-10-28,Approved,Credit Card,FY2023-2024,
EXP-00712,Finance,Travel,AWS,311511,333501.97,-21990.97,2023-01-19,Pending,Vendor Credit,FY2022-2023,
EXP-00355,Marketing,,Zoom,159696,172996.13,-13300.13,2025-01-16,Approved,Petty Cash,FY2024-2025,Duplicate entry
EXP-00769,,Recruitment,Salesforce,287823,326728.3,-38905.3,2023-05-12,Pending,Bank Transfer,FY2023-2024,Recurring
EXP-00843,HR,Office Supplies,Infosys,222238,,15926.96,2025-03-27,Approved,Vendor Credit,FY2024-2025,Under review
EXP-00404,Support,Consulting Fees,HubSpot,325799,407695.68,-81896.68,2024-06-17,Approved,Credit Card,FY2024-2025,Recurring
EXP-00244,Operations,Maintenance,AWS,388292,354480.19,33811.81,2024-11-27,Rejected,Credit Card,FY2024-2025,
EXP-00492,Sales,Hardware,TCS,189639,196448.91,-6809.91,2023-04-29,Approved,Petty Cash,FY2023-2024,Urgent
EXP-00616,HR,Travel,Google Cloud,222437,236308.27,-13871.27,2023-10-11,Pending,Vendor Credit,FY2023-2024,Urgent
EXP-00256,Finance,Software Licenses,SAP,331095,379350.06,-48255.06,19/11/2024,Approved,Petty Cash,FY2024-2025,Urgent
EXP-00393,Operations,Utilities,Zoom,3139665,2934545.77,205119.23,2023-05-03,Approved,Vendor Credit,FY2023-2024,One-time
EXP-00149,Marketing,Salaries,Jira,145773,182855.52,-37082.52,2023-04-23,Approved,Credit Card,FY2023-2024,
EXP-00774,Sales,,Salesforce,371827,407887.03,-36060.03,2024-03-15,Approved,Petty Cash,FY2023-2024,Duplicate entry
EXP-00455,Support,Maintenance,HubSpot,493349,613825.41,-120476.41,2023-03-06,Approved,Vendor Credit,FY2022-2023,
EXP-00482,Support,Consulting Fees,Jira,228733,273263.33,-44530.33,2024-11-09,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00037,HR,Marketing Spend,Adobe,398937,503582.79,-104645.79,2024-05-19,Pending,Petty Cash,FY2024-2025,
EXP-00729,Finance,Hardware,Adobe,173643,153624.97,20018.03,2023-04-20,Approved,Petty Cash,FY2023-2024,
EXP-00439,Engineering,Utilities,Adobe,234386,212382.27,,19/04/2024,Approved,Petty Cash,FY2024-2025,
EXP-00799,Marketing,Cloud Infrastructure,Internal,181746,208947.95,-27201.95,2024-08-24,Approved,Petty Cash,FY2024-2025,
EXP-00808,HR,Cloud Infrastructure,Microsoft Azure,55073,58223.08,-3150.08,2023-04-18,Approved,Vendor Credit,FY2023-2024,
EXP-00959,HR,Cloud Infrastructure,Wipro,49537,40116.1,9420.9,2023-10-04,Approved,Petty Cash,FY2023-2024,
EXP-00213,Marketing,Salaries,Salesforce,459613,431414.06,28198.94,2023-07-10,Pending,Petty Cash,FY2023-2024,
EXP-00247,Support,Hardware,SAP,475204,489797.03,-14593.03,2024-01-17,Approved,Vendor Credit,FY2023-2024,
EXP-00133,Finance,Software Licenses,Adobe,67835,80281.96,-12446.96,2023-04-12,Pending,Bank Transfer,FY2023-2024,One-time
EXP-00047,Engineering,Marketing Spend,Oracle,78214,79012.27,-798.27,2023-11-30,Approved,Bank Transfer,FY2023-2024,
EXP-00859,HR,Cloud Infrastructure,Infosys,411867,391784.97,20082.03,2024-08-10,Approved,Bank Transfer,FY2024-2025,
EXP-00297,Operations,Maintenance,Oracle,327306,335063.33,-7757.33,2025-01-25,Approved,Bank Transfer,FY2024-2025,
EXP-00228,HR,Utilities,SAP,496776,622433.26,-125657.26,2025-03-22,Approved,Credit Card,FY2024-2025,
EXP-00823,Support,Consulting Fees,Wipro,153975,125669.04,28305.96,2023-07-23,Pending,Petty Cash,FY2023-2024,Urgent
EXP-00559,Sales,Consulting Fees,Infosys,111730,143597.31,-31867.31,2023-05-12,Approved,Credit Card,FY2023-2024,
EXP-00577,Engineering,Travel,HubSpot,199917,241477.78,-41560.78,2023-02-27,Approved,Vendor Credit,FY2022-2023,Duplicate entry
EXP-00327,Support,Hardware,Google Cloud,173941,195652.13,-21711.13,2025-03-30,Approved,Vendor Credit,FY2024-2025,Urgent
EXP-00709,HR,Software Licenses,HubSpot,174406,178594.68,-4188.68,2023-11-25,Approved,Vendor Credit,FY2023-2024,
EXP-00662,Sales,Marketing Spend,TCS,35690,34616.5,1073.5,2023-11-08,Approved,Bank Transfer,FY2023-2024,
EXP-00908,Marketing,Consulting Fees,TCS,296369,259622.89,36746.11,2024-02-19,Approved,Bank Transfer,FY2023-2024,
EXP-00952,Sales,Marketing Spend,Internal,95257,,11964.93,2024-03-13,Rejected,Vendor Credit,FY2023-2024,
EXP-00570,Marketing,Maintenance,Internal,484871,414563.33,70307.67,2024-05-13,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00967,Marketing,Training,Wipro,484961,551172.42,-66211.42,2023-07-10,Approved,Vendor Credit,FY2023-2024,Duplicate entry
EXP-00177,HR,Office Supplies,Slack,435152,419757.66,15394.34,2023-02-26,Approved,Vendor Credit,FY2022-2023,Duplicate entry
EXP-00441,Operations,Consulting Fees,Freshdesk,438261,392680.27,45580.73,2023-11-07,Rejected,Vendor Credit,FY2023-2024,
EXP-00398,Operations,Marketing Spend,Slack,316609,265760.36,50848.64,2023-10-16,Pending,Petty Cash,FY2023-2024,
EXP-00747,Support,Consulting Fees,Internal,329541,374513.75,-44972.75,2025-02-07,Approved,Vendor Credit,FY2024-2025,
EXP-00758,Operations,Maintenance,Slack,205509,263773.81,-58264.81,2024-06-23,Pending,Bank Transfer,FY2024-2025,Urgent
EXP-00303,Engineering,Travel,Adobe,203711,167309.89,36401.11,2024-07-09,Rejected,Vendor Credit,FY2024-2025,
EXP-00588,Finance,Travel,Jira,374984,474429.06,-99445.06,2023-10-01,Rejected,Petty Cash,FY2023-2024,One-time
EXP-00960,Marketing,Salaries,AWS,63562,72261.86,-8699.86,2024-04-16,Rejected,Petty Cash,FY2024-2025,
EXP-00641,HR,Training,Wipro,103409,126559.48,-23150.48,2024-01-12,Approved,Petty Cash,FY2023-2024,
EXP-00476,Operations,Travel,Google Cloud,225695,282111.32,-56416.32,2023-02-20,Approved,Bank Transfer,FY2022-2023,Duplicate entry
EXP-00527,Marketing,Software Licenses,HubSpot,176260,144798.84,31461.16,2024-02-14,Rejected,Credit Card,FY2023-2024,Duplicate entry
EXP-00212,Sales,Consulting Fees,Salesforce,46862,51765.35,-4903.35,2024-12-02,Approved,Petty Cash,FY2024-2025,
EXP-00609,Operations,,Salesforce,463343,477823.89,,2024-09-24,Approved,Vendor Credit,FY2024-2025,
EXP-00996,Finance,Marketing Spend,Infosys,237696,303276.54,-65580.54,2025-01-11,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00090,Operations,Travel,SAP,369677,,22161.08,2023-09-15,Approved,Bank Transfer,FY2023-2024,
EXP-00046,Finance,Utilities,Infosys,96536,120913.93,-24377.93,2023-10-15,Pending,Bank Transfer,FY2023-2024,
EXP-00697,Engineering,Training,Microsoft Azure,263547,,33941.35,2024-09-02,Rejected,Bank Transfer,FY2024-2025,
EXP-00258,Operations,Marketing Spend,HubSpot,99314,101175.77,-1861.77,26/12/2023,Approved,Petty Cash,FY2023-2024,
EXP-00012,Engineering,Recruitment,HubSpot,45983,43718.5,2264.5,11/01/2024,Approved,Bank Transfer,FY2023-2024,Urgent
EXP-00565,Marketing,Salaries,Internal,203154,200909.71,2244.29,2024-12-10,Approved,Petty Cash,FY2024-2025,
EXP-00805,Marketing,Hardware,Freshdesk,486116,574372.51,-88256.51,2024-01-19,Approved,Vendor Credit,FY2023-2024,
EXP-00807,Support,Hardware,Google Cloud,203965,231171.86,-27206.86,2024-08-21,Approved,Credit Card,FY2024-2025,
EXP-00413,Finance,Travel,Freshdesk,110275,127267.2,-16992.2,10/10/2023,Approved,Petty Cash,FY2023-2024,
EXP-00143,Support,Office Supplies,TCS,255503,291452.08,-35949.08,2024-07-06,Approved,Vendor Credit,FY2024-2025,Under review
EXP-00328,Engineering,Recruitment,HubSpot,100368,99027.89,1340.11,2024-11-30,Rejected,Credit Card,FY2024-2025,Under review
EXP-00459,Operations,Office Supplies,Wipro,495273,476285.59,18987.41,2023-01-15,Approved,Credit Card,FY2022-2023,Duplicate entry
EXP-00270,Sales,Utilities,Slack,235938,291327.15,-55389.15,04/07/2024,Approved,Bank Transfer,FY2024-2025,Under review
