Ticket_ID,Client_ID,Product,Issue_Type,Priority,Created_Date,Resolved_Date,Resolution_Hours,SLA_Target_Hours,SLA_Met,Status,Assigned_Agent,Contact_Channel,Customer_Satisfaction
TKT-00951,CLI-0234,CloudShift Platform,Feature Request,Low,2024-06-06,2024-06-08,60.3,48,No,Resolved,Divya Verma,Portal,4
TKT-03913,CLI-0037,CloudShift Platform,Login Issue,Medium,2023-08-15,2023-08-16,46.6,24,No,Resolved,Divya Verma,Phone,4
TKT-02191,CLI-0277,CloudShift Platform,Billing Query,Low,07/14/2023,2023-07-14,21.8,48,Yes,Resolved,Kavya Iyer,Phone,5
TKT-02622,CLI-0219,DevOps Accelerator,Onboarding Support,Low,2024-09-12,,,48,No,Escalated,Divya Reddy,Phone,
TKT-00141,CLI-0200,CloudShift Platform,Data Sync Error,High,2023-10-24,24-10-2023,4.0,8,Yes,Resolved,Karan Rao,Portal,4
TKT-02862,CLI-0244,SecureNet Suite,API Integration Failure,Low,2025-01-23,,,48,,Escalated,Kavya Iyer,Email,
TKT-03207,CLI-0015,DevOps Accelerator,onboarding support,Medium,2024-12-09,2024-12-09,22.2,24,Yes,Resolved,Ananya Joshi,Portal,4
TKT-02347,CLI-0050,AnalyticsEdge,Performance Lag,Low,2023-09-01,,,48,No,Open,Priya Patel,Phone,
TKT-01354,CLI-0232,AI Insights Module,onboarding support,High,2024-05-15,2024-05-15,2.8,8,Yes,Resolved,Pooja Patel,Email,
TKT-02451,CLI-0139,CloudShift Platform,Server Downtime,High,2024-07-10,2024-07-10,3.4,8,Yes,Resolved,Ananya Joshi,Chat,5
TKT-01184,CLI-0064,AI Insights Module,billing query,Low,04/30/2023,,,48,Yes,Escalated,Pooja Gupta,Portal,
TKT-00300,CLI-0210,AI Insights Module,API Integration Failure,High,2024-03-04,2024-03-04,7.1,8,Yes,Resolved,Rahul Das,Chat,2
TKT-02891,CLI-0045,DevOps Accelerator,Login Issue,High,2023-09-03,2023-09-03,16.7,8,No,Resolved,Pooja Iyer,Portal,4
TKT-02585,CLI-0121,AnalyticsEdge,Access Permission Issue,Critical,2023-09-13,2023-09-13,8.0,4,No,Resolved,Kavya Iyer,Portal,4
TKT-00659,CLI-0106,SecureNet Suite,Billing Query,Low,2025-01-20,,,48,No,In Progress,Pooja Iyer,Portal,
TKT-00314,CLI-0164,AnalyticsEdge,Access Permission Issue,Low,2023-01-24,,,48,No,In Progress,Rahul Das,Email,
TKT-02254,CLI-0048,DevOps Accelerator,Onboarding Support,High,2023-05-03,,,8,Yes,Open,Divya Reddy,Portal,
TKT-03809,CLI-0226,SecureNet Suite,Data Sync Error,Medium,2025-01-12,,,24,No,In Progress,Deepika Mishra,Chat,
TKT-01349,CLI-0235,DataVault Pro,Report Inaccuracy,Medium,2025-03-31,2025-04-02,56.6,24,No,Resolved,Karan Rao,Email,4
TKT-00844,CLI-0271,DevOps Accelerator,Billing Query,Medium,11/23/2024,,,24,No,Open,Arjun Mishra,Phone,
TKT-00761,CLI-0166,DevOps Accelerator,API Integration Failure,Low,2024-07-05,,,48,Yes,In Progress,Pooja Patel,Email,
TKT-01532,CLI-0150,AnalyticsEdge,Feature Request,Critical,2024-08-12,2024-08-12,7.0,4,No,Resolved,Rahul Das,Portal,5
TKT-00249,CLI-0127,CloudShift Platform,Security Alert,High,2024-01-17,2024-01-17,4.9,8,Yes,Resolved,,Phone,2
TKT-01286,CLI-0121,DataVault Pro,Onboarding Support,Low,03/10/2025,2025-03-11,42.1,48,Yes,Resolved,Pooja Patel,Email,4
TKT-00462,CLI-0213,SecureNet Suite,Login Issue,High,2024-10-24,,,8,,In Progress,Manish Nair,Chat,
TKT-03875,CLI-0092,DevOps Accelerator,Billing Query,High,2024-10-08,,,8,Yes,In Progress,Siddharth Reddy,Phone,
TKT-03599,CLI-0007,AI Insights Module,Dashboard Bug,Medium,2024-03-21,2024-03-22,46.1,24,No,Resolved,Rahul Das,Phone,4
TKT-02501,CLI-0080,CloudShift Platform,Security Alert,High,2023-07-29,2023-07-29,7.0,8,Yes,Resolved,Neha Gupta,Email,4
TKT-02887,CLI-0244,DataVault Pro,Performance Lag,Low,2023-10-10,2023-10-14,108.2,48,No,Resolved,Neha Gupta,Portal,4
TKT-01835,CLI-0217,AnalyticsEdge,Onboarding Support,Medium,2024-04-16,2024-04-17,42.5,24,No,Resolved,Nikhil Reddy,Chat,5
TKT-02115,CLI-0256,AI Insights Module,api integration failure,Medium,2025-01-20,,,24,Yes,In Progress,Manish Nair,Portal,
TKT-03345,CLI-0013,AI Insights Module,Feature Request,Medium,2023-05-04,,,24,No,Escalated,Siddharth Reddy,Phone,
TKT-00282,CLI-0219,DataVault Pro,Dashboard  Bug,Medium,03/03/2024,03-03-2024,20.5,24,Yes,Resolved,,Portal,4
TKT-01768,CLI-0111,CloudShift Platform,Performance Lag,Medium,2023-09-05,,,24,No,In Progress,Divya Reddy,Chat,
TKT-01143,CLI-0179,AI Insights Module,Security Alert,Medium,2024-01-30,2024-01-30,22.0,24,Yes,Resolved,Nikhil Reddy,Phone,3
TKT-03314,CLI-0142,CloudShift Platform,Security Alert,Critical,2023-04-08,2023-04-08,7.4,4,No,Resolved,Deepika Mishra,Email,5
TKT-00890,CLI-0056,CloudShift Platform,Performance Lag,Medium,2024-01-09,2024-01-11,53.4,24,No,Resolved,Nikhil Reddy,Email,4
TKT-02423,CLI-0040,SecureNet Suite,Access Permission Issue,Low,03/14/2025,2025-03-18,96.9,48,No,Resolved,Nikhil Mehta,Portal,4
TKT-01496,CLI-0102,AnalyticsEdge,Security Alert,High,2024-12-07,,,8,Yes,Open,Pooja Patel,Email,
TKT-03500,CLI-0033,DataVault Pro,Report Inaccuracy,High,07/17/2023,2023-07-17,9.9,8,No,Resolved,Manish Nair,Chat,
TKT-03756,CLI-0139,SecureNet Suite,Report Inaccuracy,Medium,2023-09-11,2023-09-11,21.2,24,Yes,Resolved,Ananya Joshi,Portal,4
TKT-00225,CLI-0087,DevOps Accelerator,Onboarding Support,High,2024-05-06,2024-05-06,3.1,8,Yes,Resolved,Nikhil Reddy,Phone,
TKT-03290,CLI-0201,CloudShift Platform,Data Sync Error,Critical,2024-04-03,2024-04-03,1.3,4,Yes,Resolved,Nikhil Reddy,Phone,4
TKT-03040,CLI-0151,CloudShift Platform,Access Permission Issue,Medium,2023-03-17,2023-03-19,55.1,24,No,Resolved,Priya Nair,Email,
TKT-03073,CLI-0081,AnalyticsEdge,Performance Lag,Low,2024-11-27,,,48,Yes,In Progress,Karan Gupta,Email,
TKT-00630,CLI-0161,DevOps Accelerator,Access Permission Issue,Low,2024-11-09,2024-11-12,75.9,48,No,Resolved,Pooja Gupta,Chat,3
TKT-02897,CLI-0151,DevOps Accelerator,Access Permission Issue,Medium,2023-06-04,2023-06-04,20.7,24,Yes,Resolved,Pooja Patel,Portal,4
TKT-02508,CLI-0222,CloudShift Platform,Server Downtime,High,2024-05-23,2024-05-23,7.1,8,Yes,Resolved,Kavya Iyer,Email,3
TKT-02669,CLI-0125,AI Insights Module,API Integration Failure,Low,2024-04-06,2024-04-10,105.6,48,No,Resolved,Priya Nair,Portal,3
TKT-03368,CLI-0083,SecureNet Suite,Server Downtime,High,2025-01-27,,,8,No,Open,Nikhil Mehta,Chat,
TKT-03602,CLI-0105,SecureNet Suite,Access Permission Issue,High,2024-02-05,2024-02-05,4.7,8,Yes,Resolved,Arjun Mishra,Phone,3
TKT-02248,CLI-0043,SecureNet Suite,Access Permission Issue,Critical,2023-05-07,,,4,No,Escalated,Pooja Gupta,Portal,
TKT-02760,CLI-0026,SecureNet Suite,Security Alert,Low,2023-05-22,,,48,Yes,Escalated,Arjun Mishra,Portal,
TKT-01231,CLI-0029,CloudShift Platform,Data Sync Error,Low,01/13/2023,2023-01-15,58.4,48,No,Resolved,Rahul Das,Phone,4
TKT-02470,CLI-0110,CloudShift Platform,Server Downtime,Low,2023-02-17,2023-02-17,9.6,48,Yes,Resolved,Rahul Das,Phone,3
TKT-02288,CLI-0153,DevOps Accelerator,Performance Lag,Medium,12/08/2024,2024-12-08,6.9,24,Yes,Resolved,Divya Reddy,Email,4
TKT-02271,CLI-0126,SecureNet Suite,API Integration Failure,Medium,2024-03-06,,,24,Yes,In Progress,Manish Nair,Email,
TKT-01430,CLI-0183,DataVault Pro,Onboarding Support,Medium,2023-05-18,2023-05-20,56.0,24,No,Resolved,Neha Gupta,Email,4
TKT-02832,CLI-0247,AI Insights Module,Onboarding Support,High,2023-05-07,2023-05-07,6.7,8,Yes,Resolved,Pooja Gupta,Chat,3
TKT-03410,CLI-0152,CloudShift Platform,Dashboard Bug,Low,2024-08-22,,,48,No,Escalated,Arjun Mishra,Portal,
TKT-01725,CLI-0261,SecureNet Suite,Report Inaccuracy,Medium,11/05/2023,,,24,Yes,In Progress,Karan Gupta,Portal,
TKT-02759,CLI-0011,DataVault Pro,Dashboard Bug,Medium,2023-04-20,2023-04-21,47.7,24,No,Resolved,Deepika Mishra,Phone,2
TKT-03114,CLI-0186,AI Insights Module,Feature Request,High,2023-11-30,2023-11-30,18.3,8,No,Resolved,Nikhil Reddy,Email,3
TKT-01924,CLI-0265,DevOps Accelerator,Server Downtime,Critical,2024-11-14,2024-11-14,9.3,4,,Resolved,Neha Gupta,Phone,3
TKT-03718,CLI-0190,SecureNet Suite,Access Permission Issue,Medium,2025-02-04,2025-02-04,0.5,24,Yes,Resolved,Arjun Mishra,Email,3
TKT-03295,CLI-0151,DevOps Accelerator,Data Sync Error,Medium,09/13/2024,2024-09-14,36.7,24,No,Resolved,Karan Rao,Email,5
TKT-02710,CLI-0166,AI Insights Module,Performance Lag,Medium,2023-04-22,,,24,No,In Progress,Divya Verma,Phone,
TKT-02581,CLI-0037,SecureNet Suite,Report Inaccuracy,Low,2024-10-28,2024-10-29,37.9,48,Yes,Resolved,Kavya Iyer,Chat,1
TKT-02753,CLI-0041,CloudShift Platform,Onboarding Support,Medium,2023-03-16,,,24,No,In Progress,Karan Gupta,Phone,
TKT-03710,CLI-0110,DataVault Pro,Data Sync Error,High,2025-03-27,,,8,Yes,Escalated,Nikhil Reddy,Phone,
TKT-00524,CLI-0102,DevOps Accelerator,Dashboard Bug,High,2024-06-02,,,8,No,Open,Divya Verma,Phone,
TKT-00864,CLI-0175,SecureNet Suite,Login Issue,Medium,2023-04-10,,,24,Yes,Open,Priya Nair,Portal,
TKT-01309,CLI-0133,CloudShift Platform,Report Inaccuracy,High,2023-07-30,,,8,No,Escalated,Pooja Patel,Chat,
TKT-02723,CLI-0027,AnalyticsEdge,Onboarding Support,Medium,2024-06-04,2024-06-05,32.4,24,No,Resolved,Pooja Iyer,Phone,4
TKT-03980,CLI-0088,AnalyticsEdge,Performance Lag,Low,2023-02-27,,,48,Yes,In Progress,Divya Reddy,Phone,
TKT-01713,CLI-0094,DataVault Pro,Data Sync Error,High,2023-12-30,2023-12-30,7.3,8,Yes,Resolved,Manish Nair,Phone,3
TKT-01042,CLI-0143,CloudShift Platform,Data Sync Error,Medium,2023-08-02,,,24,Yes,Open,Nikhil Mehta,Phone,
TKT-02408,CLI-0228,DataVault Pro,Performance Lag,High,2025-02-11,2025-02-11,17.1,8,No,Resolved,Arjun Mishra,Phone,2
TKT-03628,CLI-0179,DevOps Accelerator,Feature Request,Medium,2024-10-17,2024-10-18,35.6,24,No,Resolved,Manish Nair,Portal,3
TKT-00046,CLI-0201,SecureNet Suite,API Integration Failure,Medium,2024-05-06,2024-05-07,33.9,24,No,Resolved,Manish Nair,Email,5
TKT-00484,CLI-0089,CloudShift Platform,Billing Query,Low,07/14/2023,,,48,No,In Progress,Karan Rao,Portal,
TKT-01918,CLI-0078,DataVault Pro,Security Alert,High,2023-10-29,2023-10-29,11.0,8,No,Resolved,Manish Nair,Chat,1
TKT-01763,CLI-0177,DevOps Accelerator,Access Permission Issue,High,2024-06-04,,,8,No,Escalated,Nikhil Mehta,Phone,
TKT-03157,CLI-0101,SecureNet Suite,Data Sync Error,Critical,2024-06-20,2024-06-20,3.5,4,Yes,Resolved,Arjun Mishra,Phone,4
TKT-00189,CLI-0192,AnalyticsEdge,Performance Lag,Critical,2023-10-03,,,4,No,In Progress,Rahul Das,Email,
TKT-03831,CLI-0042,AnalyticsEdge,Performance Lag,Critical,2023-05-24,2023-05-24,7.8,4,No,Resolved,,Chat,5
TKT-03166,CLI-0222,DataVault Pro,Server Downtime,Medium,2023-04-09,2023-04-09,5.3,24,Yes,Resolved,Divya Verma,Phone,5
TKT-00478,CLI-0212,DevOps Accelerator,Server Downtime,Low,2023-11-17,,,48,No,Escalated,Kavya Iyer,Email,
TKT-01876,CLI-0003,SecureNet Suite,Performance Lag,Low,2025-02-09,,,48,Yes,Open,Pooja Gupta,Email,
TKT-02836,CLI-0064,AnalyticsEdge,Onboarding Support,Medium,2023-09-23,,,24,No,In Progress,Karan Gupta,Portal,
TKT-02780,CLI-0244,DevOps Accelerator,Onboarding Support,Critical,2023-12-14,2023-12-14,9.1,4,No,Resolved,Ananya Joshi,Phone,1
TKT-02789,CLI-0084,DevOps Accelerator,Billing Query,Low,2024-05-09,2024-05-11,68.1,48,No,Resolved,Priya Nair,Email,4
TKT-02510,CLI-0108,AI Insights Module,Onboarding Support,Low,2024-08-26,,,48,,Open,Arjun Mishra,Portal,
TKT-02053,CLI-0212,DevOps Accelerator,Login Issue,Critical,2023-05-22,2023-05-22,1.7,4,Yes,Resolved,Karan Gupta,Phone,4
TKT-00275,CLI-0238,AnalyticsEdge,Performance Lag,Medium,2024-09-19,,,24,No,In Progress,Priya Patel,Email,
TKT-01455,CLI-0088,CloudShift Platform,Onboarding Support,Low,2024-04-07,,,48,Yes,In Progress,Priya Patel,Portal,
TKT-00584,CLI-0122,DataVault Pro,Dashboard  Bug,Critical,2024-04-14,,,4,No,Escalated,Kavya Iyer,Email,
TKT-01431,CLI-0227,AI Insights Module,Billing Query,Critical,2023-07-20,,,4,No,Open,Manish Nair,Phone,
TKT-00262,CLI-0078,SecureNet Suite,Onboarding Support,,2025-03-13,2025-03-14,43.3,24,No,Resolved,Priya Patel,Chat,
TKT-03915,CLI-0228,DataVault Pro,Security Alert,,04/16/2024,2024-04-16,4.6,8,,Resolved,Manish Nair,Phone,3
TKT-01607,CLI-0186,SecureNet Suite,Billing Query,High,2025-02-12,,,8,No,In Progress,Pooja Gupta,Chat,
TKT-03502,CLI-0140,DataVault Pro,Server Downtime,Medium,2024-04-27,2024-04-27,3.6,24,Yes,Resolved,Karan Gupta,Chat,3
TKT-00376,CLI-0282,DataVault Pro,Billing Query,Low,2024-01-10,,,48,No,In Progress,Rahul Das,Email,
TKT-02174,CLI-0088,CloudShift Platform,Performance Lag,Low,2024-03-27,,,48,Yes,Escalated,Deepika Mishra,Phone,
TKT-00243,CLI-0065,AI Insights Module,Security Alert,Medium,2024-01-26,2024-01-26,20.6,24,Yes,Resolved,Manish Nair,Phone,5
TKT-00550,CLI-0095,SecureNet Suite,Security Alert,High,2024-12-23,2024-12-23,4.3,8,Yes,Resolved,Arjun Mishra,Phone,3
TKT-01098,CLI-0076,SecureNet Suite,Server Downtime,Medium,04/24/2024,,,24,No,In Progress,Kavya Iyer,Chat,
TKT-02774,CLI-0020,DevOps Accelerator,Onboarding Support,Low,2023-09-03,,,48,No,Escalated,Pooja Patel,Chat,
TKT-03658,CLI-0088,AnalyticsEdge,Server Downtime,Low,2024-05-05,,,48,No,In Progress,Siddharth Reddy,Portal,
TKT-00855,CLI-0159,DataVault Pro,Server Downtime,Critical,2023-04-09,2023-04-09,5.8,4,No,Resolved,Manish Nair,Chat,2
TKT-02731,CLI-0031,DevOps Accelerator,Dashboard Bug,Low,2023-06-07,2023-06-10,85.7,48,No,Resolved,Ananya Joshi,Chat,2
TKT-01944,CLI-0044,DataVault Pro,Data Sync Error,Critical,07/13/2024,,,4,No,Open,Divya Reddy,Email,
TKT-01502,CLI-0208,AI Insights Module,API Integration Failure,High,2024-09-30,,,8,No,Open,Manish Nair,Phone,
TKT-02390,CLI-0083,AI Insights Module,Access Permission Issue,Medium,2024-05-05,,,24,Yes,Open,,Chat,
TKT-01966,CLI-0059,DevOps Accelerator,Report Inaccuracy,Medium,2024-02-17,2024-02-18,30.6,24,No,Resolved,Divya Verma,Portal,4
TKT-02961,CLI-0280,AnalyticsEdge,Security Alert,Medium,2024-09-11,2024-09-12,32.3,24,No,Resolved,Neha Gupta,Chat,5
TKT-02081,CLI-0059,AI Insights Module,Performance Lag,High,2023-04-24,,,8,Yes,In Progress,Priya Patel,Portal,
TKT-00552,CLI-0125,DataVault Pro,Login Issue,Low,2024-02-01,,,48,Yes,Escalated,Priya Patel,Email,
TKT-02968,CLI-0191,SecureNet Suite,Performance Lag,Medium,06/24/2023,,,24,No,Open,Rahul Das,Phone,
TKT-00774,CLI-0091,AnalyticsEdge,Dashboard Bug,High,2024-03-21,2024-03-21,15.1,8,No,Resolved,Nikhil Reddy,Email,3
TKT-00949,CLI-0152,AnalyticsEdge,Access Permission Issue,High,2023-03-23,2023-03-23,17.7,8,No,Resolved,Siddharth Reddy,Chat,3
TKT-03388,CLI-0097,SecureNet Suite,Dashboard Bug,Medium,2023-03-29,,,24,Yes,Open,Kavya Iyer,Email,
TKT-02033,CLI-0285,CloudShift Platform,Dashboard Bug,High,2024-03-01,,,8,Yes,Open,Rahul Das,Phone,
TKT-03536,CLI-0084,CloudShift Platform,Feature Request,Medium,2023-02-04,04-02-2023,18.8,24,Yes,Resolved,Rahul Das,Email,4
TKT-01060,CLI-0278,SecureNet Suite,Onboarding Support,High,2023-07-03,,,8,,In Progress,Karan Gupta,Email,
TKT-02773,CLI-0185,AI Insights Module,Billing Query,Low,2023-06-01,,,48,Yes,Escalated,Divya Verma,Phone,
TKT-00474,CLI-0002,AI Insights Module,Server Downtime,Medium,2023-09-29,2023-10-01,54.5,24,No,Resolved,Rahul Das,Portal,3
TKT-02334,CLI-0012,AI Insights Module,Performance Lag,Medium,12/30/2024,,,24,Yes,Escalated,Priya Nair,Chat,
TKT-00460,CLI-0287,DataVault Pro,Performance Lag,High,2024-05-10,2024-05-10,1.5,8,Yes,Resolved,Nikhil Reddy,Portal,4
TKT-01943,CLI-0140,SecureNet Suite,Access Permission Issue,Medium,2023-08-11,,,24,Yes,Open,Nikhil Reddy,Email,
TKT-00330,CLI-0192,AI Insights Module,Feature Request,Medium,2024-10-21,,,24,Yes,In Progress,Pooja Gupta,Phone,
TKT-02093,CLI-0020,AnalyticsEdge,Performance Lag,Medium,2023-04-02,2023-04-02,5.2,24,Yes,Resolved,Kavya Iyer,Phone,5
TKT-01796,CLI-0101,AnalyticsEdge,Data  Sync  Error,High,2025-01-04,2025-01-04,10.3,8,No,Resolved,Deepika Mishra,Phone,3
TKT-00579,CLI-0078,DevOps Accelerator,Access Permission Issue,Medium,2023-05-10,,,24,No,In Progress,Kavya Iyer,Portal,
TKT-02374,CLI-0046,AI Insights Module,Dashboard Bug,High,2024-09-09,2024-09-09,17.5,8,No,Resolved,Divya Reddy,Portal,4
TKT-00862,CLI-0033,AI Insights Module,Access Permission Issue,Medium,2024-12-12,,,24,No,In Progress,Ananya Joshi,Chat,
TKT-02561,CLI-0187,DevOps Accelerator,Security Alert,Critical,2024-07-08,,,4,No,Escalated,Ananya Joshi,Chat,
TKT-03463,CLI-0027,AnalyticsEdge,Login Issue,Low,2025-02-12,2025-02-12,1.6,48,Yes,Resolved,Karan Rao,Email,4
TKT-03125,CLI-0067,AnalyticsEdge,Dashboard Bug,High,10/11/2024,2024-10-11,9.5,8,No,Resolved,Neha Gupta,Email,4
TKT-01681,CLI-0188,AI Insights Module,Billing Query,Medium,2023-05-14,,,24,Yes,Open,Kavya Iyer,Phone,
TKT-02899,CLI-0059,CloudShift Platform,Performance Lag,,2023-02-18,2023-02-18,8.1,8,No,Resolved,Neha Gupta,Phone,5
TKT-02590,CLI-0085,SecureNet Suite,Login Issue,High,2024-05-11,2024-05-11,4.9,8,,Resolved,Karan Rao,Portal,
TKT-03350,CLI-0066,DevOps Accelerator,Billing Query,Critical,2023-03-03,2023-03-03,5.3,4,No,Resolved,Priya Nair,Chat,5
TKT-01193,CLI-0179,AI Insights Module,Security Alert,High,2024-03-14,,,8,No,In Progress,Priya Patel,Email,
TKT-03131,CLI-0150,SecureNet Suite,Dashboard Bug,High,2024-04-27,2024-04-27,17.6,8,No,Resolved,Karan Gupta,Portal,5
TKT-02548,CLI-0059,CloudShift Platform,login issue,Medium,2024-11-08,2024-11-09,29.7,24,No,Resolved,Arjun Mishra,Email,4
TKT-03021,CLI-0158,SecureNet Suite,Performance Lag,High,2024-02-17,,,8,Yes,Escalated,Siddharth Reddy,Portal,
TKT-01568,CLI-0246,AI Insights Module,API Integration Failure,High,2023-12-03,2023-12-03,1.5,8,Yes,Resolved,Karan Gupta,Phone,3
TKT-00684,CLI-0257,AI Insights Module,Billing Query,Medium,2024-03-29,2024-03-30,25.7,24,No,Resolved,Pooja Iyer,Email,
TKT-03786,CLI-0233,AI Insights Module,Data Sync Error,Medium,2024-10-10,2024-10-10,13.7,24,Yes,Resolved,Rahul Das,Portal,4
TKT-00182,CLI-0089,SecureNet Suite,Access Permission Issue,Low,2023-08-04,2023-08-06,49.9,48,,Resolved,Kavya Iyer,Email,5
TKT-02876,CLI-0261,AnalyticsEdge,Login Issue,Low,2025-01-04,,,48,No,In Progress,Divya Verma,Portal,
TKT-01868,CLI-0173,SecureNet Suite,Feature Request,Low,2024-04-30,,,48,Yes,In Progress,Deepika Mishra,Phone,
TKT-03841,CLI-0279,AI Insights Module,Report Inaccuracy,Medium,2024-03-10,2024-03-10,9.0,24,Yes,Resolved,Priya Nair,Phone,4
TKT-03511,CLI-0025,AI Insights Module,Billing Query,High,2023-02-13,2023-02-13,12.2,8,No,Resolved,Kavya Iyer,Portal,5
TKT-03993,CLI-0130,AnalyticsEdge,Onboarding Support,Medium,2023-04-19,,,24,No,Escalated,Ananya Joshi,Portal,
TKT-02941,CLI-0108,AnalyticsEdge,Server Downtime,Medium,2023-09-27,2023-09-29,50.3,24,No,Resolved,Nikhil Mehta,Phone,
TKT-03862,CLI-0161,DevOps Accelerator,security alert,Medium,2024-07-04,,,24,No,Open,Priya Patel,Portal,
TKT-02779,CLI-0127,DevOps Accelerator,Performance Lag,Low,2023-12-24,,,48,No,Open,Divya Reddy,Email,
TKT-02213,CLI-0223,DevOps Accelerator,Login Issue,High,2023-07-06,2023-07-06,9.3,8,No,Resolved,,Chat,1
TKT-01801,CLI-0084,DataVault Pro,Login Issue,Medium,2023-10-29,2023-10-30,45.5,24,No,Resolved,Divya Verma,Phone,4
TKT-03051,CLI-0043,AI Insights Module,Dashboard Bug,High,2025-02-13,,,8,Yes,In Progress,Pooja Patel,Chat,
TKT-02058,CLI-0218,DataVault Pro,Security Alert,High,2024-01-12,2024-01-12,4.1,8,Yes,Resolved,Divya Verma,Phone,4
TKT-01000,CLI-0225,CloudShift Platform,Dashboard Bug,Medium,2024-12-17,,,24,Yes,Escalated,Pooja Patel,Portal,
TKT-00595,CLI-0247,AI Insights Module,Onboarding Support,Critical,2023-06-22,2023-06-22,0.7,4,,Resolved,Priya Patel,Phone,5
TKT-02720,CLI-0083,DevOps Accelerator,dashboard bug,High,2023-11-03,,,8,No,Open,Ananya Joshi,Portal,
TKT-02346,CLI-0154,AI Insights Module,Billing Query,Low,2025-02-15,2025-02-16,30.8,48,Yes,Resolved,Ananya Joshi,Portal,4
TKT-00966,CLI-0300,CloudShift Platform,Report Inaccuracy,Medium,2023-11-29,2023-11-30,37.8,24,No,Resolved,Priya Patel,Chat,5
TKT-03328,CLI-0080,SecureNet Suite,Security Alert,Low,2025-01-08,09-01-2025,25.8,48,Yes,Resolved,Pooja Patel,Chat,1
TKT-02758,CLI-0295,AnalyticsEdge,Report Inaccuracy,High,2024-06-05,2024-06-05,18.4,8,No,Resolved,Pooja Patel,Phone,3
TKT-03048,CLI-0109,AnalyticsEdge,Report Inaccuracy,High,2023-09-21,,,8,Yes,Escalated,Divya Reddy,Phone,
TKT-02953,CLI-0001,CloudShift Platform,Dashboard Bug,High,2025-03-06,,,8,No,In Progress,Divya Reddy,Portal,
TKT-01585,CLI-0144,DevOps Accelerator,Data Sync Error,Medium,2023-10-31,2023-11-01,30.3,24,No,Resolved,Priya Patel,Phone,4
TKT-03495,CLI-0280,AI Insights Module,Performance Lag,Low,2023-11-15,2023-11-16,27.6,48,Yes,Resolved,Karan Rao,Chat,4
TKT-00640,CLI-0238,DataVault Pro,Data Sync Error,Medium,2023-10-02,,,24,No,In Progress,Divya Verma,Chat,
TKT-01604,CLI-0212,DataVault Pro,Dashboard Bug,High,2023-01-23,,,8,,In Progress,Divya Verma,Chat,
TKT-02124,CLI-0036,SecureNet Suite,Server Downtime,Low,2024-09-09,,,48,No,Open,Arjun Mishra,Portal,
TKT-00307,CLI-0089,DevOps Accelerator,Feature Request,Low,2024-07-02,,,48,No,Open,Divya Verma,Portal,
TKT-00483,CLI-0278,SecureNet Suite,API Integration Failure,Medium,2023-12-21,2023-12-23,55.7,24,No,Resolved,Neha Gupta,Portal,5
TKT-00385,CLI-0135,AI Insights Module,Billing Query,Medium,2024-04-04,,,24,Yes,Open,Karan Rao,Portal,
TKT-03734,CLI-0001,AI Insights Module,Billing Query,High,2023-11-03,2023-11-03,8.0,8,Yes,Resolved,Priya Patel,Email,5
TKT-00461,CLI-0180,AnalyticsEdge,Performance Lag,High,2024-08-12,,,8,No,Escalated,Divya Verma,Portal,
TKT-01803,CLI-0223,CloudShift Platform,Dashboard Bug,Medium,2024-10-10,,,24,No,In Progress,Pooja Gupta,Portal,
TKT-01416,CLI-0075,CloudShift Platform,Data Sync Error,Low,2023-11-23,2023-11-27,104.5,48,No,Resolved,Manish Nair,Chat,1
TKT-03829,CLI-0072,AI Insights Module,Report Inaccuracy,High,2023-11-28,,,8,Yes,In Progress,Manish Nair,Portal,
TKT-02738,CLI-0187,AI Insights Module,Data Sync Error,,2024-11-28,2024-11-28,19.5,8,No,Resolved,Karan Rao,Email,4
TKT-02603,CLI-0120,AI Insights Module,Feature Request,High,2023-06-26,,,8,Yes,Escalated,Pooja Iyer,Chat,
TKT-01824,CLI-0182,DevOps Accelerator,Server Downtime,Medium,2024-03-19,2024-03-19,14.5,24,Yes,Resolved,Rahul Das,Email,3
TKT-01278,CLI-0228,SecureNet Suite,Report Inaccuracy,High,2024-09-18,2024-09-18,9.3,8,No,Resolved,Neha Gupta,Chat,1
TKT-02087,CLI-0047,DevOps Accelerator,Feature Request,High,2023-01-08,,,8,No,In Progress,,Email,
TKT-02096,CLI-0113,DevOps Accelerator,Performance Lag,Medium,2023-05-31,,,24,No,Open,Nikhil Mehta,Email,
TKT-02349,CLI-0274,DataVault Pro,Data Sync Error,Critical,2025-03-28,,,4,No,In Progress,Priya Patel,Phone,
TKT-00214,CLI-0134,DevOps Accelerator,Onboarding Support,Medium,2023-03-06,,,24,Yes,Open,Deepika Mishra,Email,
TKT-03019,CLI-0266,CloudShift Platform,Onboarding Support,High,2024-06-11,2024-06-11,9.1,8,No,Resolved,Nikhil Reddy,Chat,4
TKT-01130,CLI-0043,DevOps Accelerator,Onboarding Support,Medium,2024-07-04,2024-07-04,12.4,24,Yes,Resolved,Divya Verma,Phone,4
